UlasanNormal,UlasanStop,UlasanStem
"['alhamdulillah', 'paket', 'mendarat', 'dengan', 'sempurna', 'packing', 'rapi', 'aman', 'pakai', 'buble', 'warp', 'kualitas', 'barang', 'oke', 'isi', 'dus', 'komplit', 'ada', 'charger', 'antigores', 'softcase', 'handset', 'pengiri']","['alhamdulillah', 'paket', 'mendarat', 'sempurna', 'packing', 'rapi', 'aman', 'pakai', 'buble', 'warp', 'kualitas', 'barang', 'oke', 'isi', 'dus', 'komplit', 'charger', 'antigores', 'softcase', 'handset', 'pengiri']",alhamdulillah paket darat dengan sempurna packing rapi aman pakai buble warp kualitas barang oke isi dus komplit ada charger antigores softcase handset iri
"['handphone', 'yang', 'mendarat', 'dengan', 'amansellernya', 'fast', 'respon', 'dan', 'mulus', 'ya', 'tanpa', 'kekurangan', 'juga', 'terima kasih', 'â\xad\x90ð\x9f¤\xad']","['handphone', 'mendarat', 'amansellernya', 'fast', 'respon', 'mulus', 'ya', 'kekurangan', 'terima kasih', 'â\xad\x90ð\x9f¤\xad']",handphone yang darat dengan amansellernya fast respon dan mulus ya tanpa kurang juga terima kasih 
"['harganya', 'oke', 'kualitas', 'produk', 'juga', 'baik', 'handphone', 'juga', 'tahan', 'lama', 'apa', 'lagi', 'saya', 'yang', 'suka', 'main', 'game', 'benar', 'benar', 'puasss', 'sma', 'handphone', 'nya', 'terima kasih', 'bangetttð\x9f¤\x97ð\x9f¤\x97']","['harganya', 'oke', 'kualitas', 'produk', 'handphone', 'tahan', 'suka', 'main', 'game', 'puasss', 'sma', 'handphone', 'nya', 'terima kasih', 'bangetttð\x9f¤\x97ð\x9f¤\x97']",harga oke kualitas produk juga baik handphone juga tahan lama apa lagi saya yang suka main game benar benar puasss sma handphone nya terima kasih bangettt
"['hp', 'ini', 'memeng', 'terjangkau', 'tetapi', 'batre', 'nya', 'cepat', 'abis', 'kameranya', 'kurang', 'terus', 'kualitas', 'video', 'tidak', 'bagus', 'dan', 'tidak', 'bisa', 'transaksi']","['hp', 'memeng', 'terjangkau', 'batre', 'nya', 'cepat', 'abis', 'kameranya', 'kualitas', 'video', 'bagus', 'transaksi']",hp ini memeng jangkau tetapi batre nya cepat abis kamera kurang terus kualitas video tidak bagus dan tidak bisa transaksi
"['mudahan', 'ada', 'yang', 'pesen', 'Sedang', 'supaya', 'blanja', 'toko', 'ini', 'Sedang', 'amanah', 'sll', 'buat', 'penjualnya']","['mudahan', 'pesen', 'Sedang', 'blanja', 'toko', 'Sedang', 'amanah', 'sll', 'penjualnya']",mudah ada yang sen sedang supaya blanja toko ini sedang amanah sll buat jual
"['hp', 'diterima', 'dgn', 'baik', 'berfungsi', 'dengan', 'baik', 'kurirnya', 'oke', 'kaget', 'juga', 'bisa', 'terima', 'secepat', 'ini', 'biasanya', 'sampai', 'minggu', 'mantap']","['hp', 'diterima', 'dgn', 'berfungsi', 'kurirnya', 'oke', 'kaget', 'terima', 'secepat', 'minggu', 'mantap']",hp terima dgn baik fungsi dengan baik kurir oke kaget juga bisa terima cepat ini biasa sampai minggu mantap
"['mantul', 'deh', 'barang', 'sudah', 'sampai', 'berkualitas', 'oke', 'dan', 'berfungsi', 'dengan', 'bagus', 'mantull', 'deh', 'pokonya']","['mantul', 'deh', 'barang', 'berkualitas', 'oke', 'berfungsi', 'bagus', 'mantull', 'deh', 'pokonya']",mantul deh barang sudah sampai kualitas oke dan fungsi dengan bagus mantull deh poko
"['pengiriman', 'cepat', 'aman', 'lancar', 'barang', 'sesuai', 'dengan', 'gambar', 'bagus', 'banget', 'barangnya', 'tidak', 'ada', 'kecacatan', 'sama', 'sekali']","['pengiriman', 'cepat', 'aman', 'lancar', 'barang', 'sesuai', 'gambar', 'bagus', 'banget', 'barangnya', 'kecacatan']",kirim cepat aman lancar barang sesuai dengan gambar bagus banget barang tidak ada cacat sama sekali
"['mantul', 'barang', 'tiba', 'dengan', 'baik', 'dan', 'bagus', 'puas', 'deh', 'pokonya', 'sama', 'kualitas', 'dari', 'produk', 'terima kasih', 'seller']","['mantul', 'barang', 'bagus', 'puas', 'deh', 'pokonya', 'kualitas', 'produk', 'terima kasih', 'seller']",mantul barang tiba dengan baik dan bagus puas deh poko sama kualitas dari produk terima kasih seller
"['alhamdulillah', 'pesanan', 'saya', 'sampai', 'dengan', 'selamat', 'terima', 'kasih', 'semoga', 'tetap', 'amanah']","['alhamdulillah', 'pesanan', 'selamat', 'terima', 'kasih', 'semoga', 'amanah']",alhamdulillah pesan saya sampai dengan selamat terima kasih moga tetap amanah
"['kamera', 'bagus', 'banget', 'keren', 'pokonya', 'tidak', 'nyesel', 'beli', 'sini', 'barang', 'semua', 'oke', 'joss', 'semoga', 'awet', 'dan', 'sukses', 'buat', 'toko', 'ya']","['kamera', 'bagus', 'banget', 'keren', 'pokonya', 'nyesel', 'beli', 'barang', 'oke', 'joss', 'semoga', 'awet', 'sukses', 'toko', 'ya']",kamera bagus banget keren poko tidak nyesel beli sini barang semua oke joss moga awet dan sukses buat toko ya
"['ternyata', 'bukan', 'seperti', 'apa', 'yang', 'ada', 'di', 'etalase', 'bukan', 'samsung']","['etalase', 'samsung']",nyata bukan seperti apa yang ada di etalase bukan samsung
"['alhamdulillah', 'sudah', 'sampai', 'pengiriman', 'cepat', 'ok', 'pokonya', 'mah', 'hatur', 'nuhun', 'gan']","['alhamdulillah', 'pengiriman', 'cepat', 'ok', 'pokonya', 'mah', 'hatur', 'nuhun', 'gan']",alhamdulillah sudah sampai kirim cepat ok poko mah hatur nuhun gan
"['awas', 'penipuan', 'cukup', 'kami', 'saja', 'yang', 'kena', 'bukannya', 'dapat', 'tablet', 'tetapi', 'sabun', 'yang', 'dikirim', 'alasannya', 'stock', 'kosong', 'tetapi', 'apa', 'harus', 'sabun', 'dikirim', 'lebih', 'waspada', 'belanja', 'lapak']","['awas', 'penipuan', 'kena', 'tablet', 'sabun', 'dikirim', 'alasannya', 'stock', 'kosong', 'sabun', 'dikirim', 'waspada', 'belanja', 'lapak']",awas tipu cukup kami saja yang kena bukan dapat tablet tetapi sabun yang kirim alas stock kosong tetapi apa harus sabun kirim lebih waspada belanja lapak
"['barang', 'normal', 'kardus', 'knpa', 'polos', 'ya', 'semoga', 'saja', 'awet']","['barang', 'normal', 'kardus', 'knpa', 'polos', 'ya', 'semoga', 'awet']",barang normal kardus knpa polos ya moga saja awet
"['bagus', 'hpnysaya', 'sukamakasih', 'ya', 'ka']","['bagus', 'hpnysaya', 'sukamakasih', 'ya', 'ka']",bagus hpnysaya sukamakasih ya ka
"['kemasan', 'seadanya', 'dus', 'tidak', 'di', 'segel', 'hp', 'sesuai', 'tetapi', 'body', 'blkg', 'lecetâ²', 'hp', 'berfungsi', 'batre', 'bentar', 'habis', 'hp', 'panas', 'banget', 'charge', 'susah', 'masuk', 'daya', 'tidak', 'bertambah', 'adaptor']","['kemasan', 'seadanya', 'dus', 'segel', 'hp', 'sesuai', 'body', 'blkg', 'lecetâ²', 'hp', 'berfungsi', 'batre', 'bentar', 'habis', 'hp', 'panas', 'banget', 'charge', 'susah', 'masuk', 'daya', 'bertambah', 'adaptor']",kemas ada dus tidak di segel hp sesuai tetapi body blkg lecet hp fungsi batre bentar habis hp panas banget charge susah masuk daya tidak tambah adaptor
"['penjual', 'kurang', 'penjelasannya', 'tentang', 'prosesnya']","['penjual', 'penjelasannya', 'prosesnya']",jual kurang jelas tentang proses
"['hp', 'murah', 'tetapi', 'gag', 'murahanseller', 'fast', 'respon', 'dan', 'okemantafff']","['hp', 'murah', 'gag', 'murahanseller', 'fast', 'respon', 'okemantafff']",hp murah tetapi gag murahanseller fast respon dan okemantafff
"['sesuai', 'bosss', 'terima kasih']","['sesuai', 'bosss', 'terima kasih']",sesuai bosss terima kasih
"['sesuai', 'pesanan', 'kaktop', 'sellermudahan', 'bisa', 'langganan', 'kak']","['sesuai', 'pesanan', 'kaktop', 'sellermudahan', 'langganan', 'kak']",sesuai pesan kaktop sellermudahan bisa langgan kak
"['tidak', 'sesuai', 'diskripsi']","['sesuai', 'diskripsi']",tidak sesuai skripsi
"['harga', 'oke', 'sesuai', 'pesanan', 'pengiriman', 'sesuai', 'estimasi', 'alhamdulillah', 'semua', 'sudah', 'di', 'cek', 'dan', 'tidak', 'ada', 'masalah', 'apapun']","['harga', 'oke', 'sesuai', 'pesanan', 'pengiriman', 'sesuai', 'estimasi', 'alhamdulillah', 'cek', 'apapun']",harga oke sesuai pesan kirim sesuai estimasi alhamdulillah semua sudah di cek dan tidak ada masalah apa
"['mantul', 'barang', 'tiba', 'dengan', 'baik', 'dan', 'bagus', 'puas', 'deh', 'pokonya', 'sama', 'kualitas', 'dari', 'produk', 'terima kasih', 'seller']","['mantul', 'barang', 'bagus', 'puas', 'deh', 'pokonya', 'kualitas', 'produk', 'terima kasih', 'seller']",mantul barang tiba dengan baik dan bagus puas deh poko sama kualitas dari produk terima kasih seller
"['barangnya', 'sudah', 'datang', 'kak', 'pengiriman', 'cepat', 'sekali', 'pengemasannya', 'juga', 'aman', 'produknya', 'bagus', 'baterai', 'nya', 'tanam', 'harga', 'cukup', 'murah']","['barangnya', 'kak', 'pengiriman', 'cepat', 'pengemasannya', 'aman', 'produknya', 'bagus', 'baterai', 'nya', 'tanam', 'harga', 'murah']",barang sudah datang kak kirim cepat sekali emas juga aman produk bagus baterai nya tanam harga cukup murah
"['alhamdulillah', 'barang', 'sudah', 'sampai', 'palangkaraya', 'tidak', 'ada', 'kendala', 'dalam', 'pengiriman', 'kualitas', 'hp', 'sangat', 'baik', 'hp', 'nya', 'datang', 'dengan', 'selamat', 'pengiriman', 'nya', 'juga', 'cepat', 'respon', 'pe']","['alhamdulillah', 'barang', 'palangkaraya', 'kendala', 'pengiriman', 'kualitas', 'hp', 'hp', 'nya', 'selamat', 'pengiriman', 'nya', 'cepat', 'respon', 'pe']",alhamdulillah barang sudah sampai palangkaraya tidak ada kendala dalam kirim kualitas hp sangat baik hp nya datang dengan selamat kirim nya juga cepat respon pe
"['kondisi', 'barang', 'new', 'harga', 'sesuai', 'kualitas', 'oke', 'pengiriman', 'cepat', 'pengemasan', 'rapih', 'dan', 'sangat', 'mulus', 'pastinya', 'terima kasih', 'seller', 'semoga', 'bermanfaat']","['kondisi', 'barang', 'new', 'harga', 'sesuai', 'kualitas', 'oke', 'pengiriman', 'cepat', 'pengemasan', 'rapih', 'mulus', 'pastinya', 'terima kasih', 'seller', 'semoga', 'bermanfaat']",kondisi barang new harga sesuai kualitas oke kirim cepat emas rapih dan sangat mulus pasti terima kasih seller moga manfaat
"['terima kasih', 'seller', 'brg', 'oke', 'dan', 'berkualitas', 'recommended', 'seller', 'barang', 'aman', 'dan', 'berkualitas']","['terima kasih', 'seller', 'brg', 'oke', 'berkualitas', 'recommended', 'seller', 'barang', 'aman', 'berkualitas']",terima kasih seller brg oke dan kualitas recommended seller barang aman dan kualitas
"['terima', 'kasih', 'sangat', 'merekomendasikan', 'produk', 'pasti', 'saya', 'menanyakan', 'banyak', 'informasi', 'dan', 'merespon', 'dengan', 'sangat', 'sabar', 'dan', 'cepat', 'pada', 'yang', 'sama', 'saya', 'menerima', 'kupon', 'untuk', 'mem']","['terima', 'kasih', 'merekomendasikan', 'produk', 'informasi', 'merespon', 'sabar', 'cepat', 'menerima', 'kupon', 'mem']",terima kasih sangat rekomendasi produk pasti saya tanya banyak informasi dan merespon dengan sangat sabar dan cepat pada yang sama saya terima kupon untuk mem
"['terima kasih', 'seller', 'sudah', 'datang', 'dengan', 'aman', 'tanpa', 'ada', 'kendala', 'terima kasih', 'seller']","['terima kasih', 'seller', 'aman', 'kendala', 'terima kasih', 'seller']",terima kasih seller sudah datang dengan aman tanpa ada kendala terima kasih seller
"['paket', 'sudah', 'mendarat', 'dgn', 'baik', 'untuk', 'handphone', 'bagus', 'tidak', 'ada', 'kendala', 'saat', 'pengiriman', 'harga', 'juga', 'terjangkau', 'terima kasih', 'seller']","['paket', 'mendarat', 'dgn', 'handphone', 'bagus', 'kendala', 'pengiriman', 'harga', 'terjangkau', 'terima kasih', 'seller']",paket sudah darat dgn baik untuk handphone bagus tidak ada kendala saat kirim harga juga jangkau terima kasih seller
"['tidak', 'nyesel', 'beli', 'produk', 'di', 'sini', 'oke', 'sangat', 'produknya', 'berkualitas', 'mntp']","['nyesel', 'beli', 'produk', 'oke', 'produknya', 'berkualitas', 'mntp']",tidak nyesel beli produk di sini oke sangat produk kualitas mntp
"['alhamdulillah', 'terima kasih', 'seller', 'barang', 'bagus', 'dan', 'berkualitas', 'mntp', 'pengiriman', 'jg', 'cpt']","['alhamdulillah', 'terima kasih', 'seller', 'barang', 'bagus', 'berkualitas', 'mntp', 'pengiriman', 'jg', 'cpt']",alhamdulillah terima kasih seller barang bagus dan kualitas mntp kirim jg cpt
"['hp', 'sudah', 'di', 'test', 'dan', 'semua', 'fungsi', 'berfungsi', 'dengan', 'baik', 'terima', 'kasih', 'seller']","['hp', 'test', 'fungsi', 'berfungsi', 'terima', 'kasih', 'seller']",hp sudah di test dan semua fungsi fungsi dengan baik terima kasih seller
"['semoga', 'awet', 'dan', 'lancar', 'dipakai', 'untuk', 'anak', 'anakku', 'ð\x9f\x91\x8câ\x9c\x8câ\x9c\x8c']","['semoga', 'awet', 'lancar', 'dipakai', 'anak', 'anakku', 'ð\x9f\x91\x8câ\x9c\x8câ\x9c\x8c']",moga awet dan lancar pakai untuk anak anak 
"['terima kasih', 'barang', 'dan', 'sangat', 'berkualitas', 'tinggi', 'terima kasih', 'seller', 'oke', 'banget', 'produk', 'nya']","['terima kasih', 'barang', 'berkualitas', 'terima kasih', 'seller', 'oke', 'banget', 'produk', 'nya']",terima kasih barang dan sangat kualitas tinggi terima kasih seller oke banget produk nya
"['kualitas', 'oke', 'harga', 'oke', 'seller', 'responsif', 'tidak', 'kecewa', 'sama', 'sekali', 'beli', 'ditoko', 'ini', 'dikemas', 'rapihhh', 'pengiriman', 'cepett', 'aduhhh', 'kerennn', 'abiss', 'deh', 'toko', 'inið\x9f\x91\x8dð\x9f¤\x97']","['kualitas', 'oke', 'harga', 'oke', 'seller', 'responsif', 'kecewa', 'beli', 'ditoko', 'dikemas', 'rapihhh', 'pengiriman', 'cepett', 'aduhhh', 'kerennn', 'abiss', 'deh', 'toko', 'inið\x9f\x91\x8dð\x9f¤\x97']",kualitas oke harga oke seller responsif tidak kecewa sama sekali beli toko ini kemas rapihhh kirim cepett aduhhh kerennn abiss deh toko ini
"['terima', 'kasih', 'seller', 'produk', 'sudah', 'sampai', 'dengan', 'baik', 'tidak', 'ada', 'masalah', 'sama', 'sekali', 'semoga', 'hp', 'bisa', 'digunakan', 'cocok', 'untuk', 'saya', 'dan', 'anak', 'saya']","['terima', 'kasih', 'seller', 'produk', 'semoga', 'hp', 'cocok', 'anak']",terima kasih seller produk sudah sampai dengan baik tidak ada masalah sama sekali moga hp bisa guna cocok untuk saya dan anak saya
"['packingnya', 'aman', 'sangat', 'pengiriman', 'oke', 'dapet', 'bonus', 'full', 'lengkap', 'dong', 'semoga', 'hpnya', 'awet', 'terima kasih', 'kka', 'semoga', 'jualannya', 'makin', 'laris', 'dan', 'berkah', 'selalu']","['packingnya', 'aman', 'pengiriman', 'oke', 'dapet', 'bonus', 'full', 'lengkap', 'semoga', 'hpnya', 'awet', 'terima kasih', 'kka', 'semoga', 'jualannya', 'laris', 'berkah']",packingnya aman sangat kirim oke dapet bonus full lengkap dong moga hpnya awet terima kasih kka moga jual makin laris dan berkah selalu
"['terima kasih', 'seller', 'produk', 'sangat', 'sesuai', 'pesanan', 'sekali', 'pengiriman', 'cepat', 'semoga', 'semakin', 'amanah', 'ya']","['terima kasih', 'seller', 'produk', 'sesuai', 'pesanan', 'pengiriman', 'cepat', 'semoga', 'amanah', 'ya']",terima kasih seller produk sangat sesuai pesan sekali kirim cepat moga makin amanah ya
"['hp', 'nya', 'sudah', 'dateng', 'yeay', 'pengiriman', 'nya', 'cepet', 'banget', 'packing', 'nya', 'juga', 'tebel', 'banget', 'jadi', 'aman', 'bonusnya', 'juga', 'ada', 'yayyy', 'pokonya', 'the', 'best', 'thankyou']","['hp', 'nya', 'dateng', 'yeay', 'pengiriman', 'nya', 'cepet', 'banget', 'packing', 'nya', 'tebel', 'banget', 'aman', 'bonusnya', 'yayyy', 'pokonya', 'the', 'best', 'thankyou']",hp nya sudah dateng yeay kirim nya cepet banget packing nya juga tebel banget jadi aman bonus juga ada yayyy poko the best thankyou
"['baru', 'pertama', 'kali', 'order', 'hp', 'lewat', 'online', 'awalnya', 'sedikit', 'takut', 'ya', 'barang', 'kali', 'ada', 'kerusakan', 'atau', 'tidak', 'original', 'tetapi', 'ini', 'benar', 'original', 'packing', 'juga', 'aman', 'pengiriman']","['kali', 'order', 'hp', 'online', 'takut', 'ya', 'barang', 'kali', 'kerusakan', 'original', 'original', 'packing', 'aman', 'pengiriman']",baru pertama kali order hp lewat online awal sedikit takut ya barang kali ada rusa atau tidak original tetapi ini benar original packing juga aman kirim
"['harganya', 'murah', 'banget', 'kualitasnya', 'keren', 'abiss', 'cepet', 'banget', 'sampainya', 'kurirnya', 'baik', 'banget', 'toko', 'nya', 'juga', 'benar', 'benar', 'tanggung', 'jawab', 'sama', 'pesanan', 'kita', 'pesenanya', 'semuanya', 'benar']","['harganya', 'murah', 'banget', 'kualitasnya', 'keren', 'abiss', 'cepet', 'banget', 'sampainya', 'kurirnya', 'banget', 'toko', 'nya', 'tanggung', 'pesanan', 'pesenanya']",harga murah banget kualitas keren abiss cepet banget sampai kurir baik banget toko nya juga benar benar tanggung jawab sama pesan kita sena semua benar
"['alhamdulilah', 'paket', 'nya', 'terima', 'dengan', 'baiktadi', 'nya', 'was', 'was', 'banget', 'takut', 'ruask', 'jalntapi', 'alhamduliah', 'banget', 'puas', 'pengemasn', 'juga', 'aman', 'recomen', 'banhet']","['alhamdulilah', 'paket', 'nya', 'terima', 'baiktadi', 'nya', 'was', 'was', 'banget', 'takut', 'ruask', 'jalntapi', 'alhamduliah', 'banget', 'puas', 'pengemasn', 'aman', 'recomen', 'banhet']",alhamdulilah paket nya terima dengan baiktadi nya was was banget takut ruask jalntapi alhamduliah banget puas pengemasn juga aman recomen banhet
"['oke', 'lah', 'lumayan', 'standar', 'ada', 'harga', 'ada', 'barang', 'bagus', 'sesuai', 'pesanan', 'oke', 'terima kasih', 'semoga', 'aman', 'semua']","['oke', 'lumayan', 'standar', 'harga', 'barang', 'bagus', 'sesuai', 'pesanan', 'oke', 'terima kasih', 'semoga', 'aman']",oke lah lumayan standar ada harga ada barang bagus sesuai pesan oke terima kasih moga aman semua
"['kualitas', 'produk', 'sangat', 'baik', 'sekali', 'terima kasih', 'banyak', 'yaa', 'seller', 'produk', 'sangat', 'bagus', 'semoga', 'barangnya', 'selalu', 'bermanfaat']","['kualitas', 'produk', 'terima kasih', 'yaa', 'seller', 'produk', 'bagus', 'semoga', 'barangnya', 'bermanfaat']",kualitas produk sangat baik sekali terima kasih banyak yaa seller produk sangat bagus moga barang selalu manfaat
"['bagus', 'bgttt', 'warnanya', 'tidak', 'ada', 'cacat', 'harga', 'murah', 'seller', 'ramah', 'pengiriman', 'cpet', 'sekalið\x9f\x92\x96ð\x9f\x92\x96ð\x9f\x92\x96']","['bagus', 'bgttt', 'warnanya', 'cacat', 'harga', 'murah', 'seller', 'ramah', 'pengiriman', 'cpet', 'sekalið\x9f\x92\x96ð\x9f\x92\x96ð\x9f\x92\x96']",bagus bgttt warna tidak ada cacat harga murah seller ramah kirim cpet sekali
"['sangat', 'puas', 'dan', 'kami', 'akan', 'mengemas', 'barang', 'yung', 'dengan', 'label', 'fragile', 'apa ', 'terima', 'kasih', 'banyak', 'penjual', 'dan', 'kurir', 'tidak', 'ada', 'kerusakan', 'dan', 'berfungsi', 'dengan', 'sangat', 'baik']","['puas', 'mengemas', 'barang', 'yung', 'label', 'fragile', 'apa ', 'terima', 'kasih', 'penjual', 'kurir', 'kerusakan', 'berfungsi']",sangat puas dan kami akan emas barang yung dengan label fragile apa terima kasih banyak jual dan kurir tidak ada rusa dan fungsi dengan sangat baik
"['ponsel', 'merespons', 'dengan', 'cepat', 'dan', 'pikselnya', 'jelas', 'dan', 'berkualitas', 'ponsel', 'ini', 'sangat', 'mudah', 'digunakan', 'harganya', 'lebih', 'murah', 'daripada', 'toko', 'fisik']","['ponsel', 'merespons', 'cepat', 'pikselnya', 'berkualitas', 'ponsel', 'mudah', 'harganya', 'murah', 'toko', 'fisik']",ponsel respons dengan cepat dan pikselnya jelas dan kualitas ponsel ini sangat mudah guna harga lebih murah daripada toko fisik
"['akhirnya', 'sampai', 'juga', 'sesuai', 'pesanan', 'ponsel', 'ini', 'hebat', 'berjalan', 'cepat', 'dan', 'memiliki', 'daya', 'tahan', 'baterai', 'yang', 'hebat', 'semoga', 'awet', 'terima', 'kasih', 'penjual', 'next', 'time', 'beli', 'hp', 'di']","['sesuai', 'pesanan', 'ponsel', 'hebat', 'berjalan', 'cepat', 'memiliki', 'daya', 'tahan', 'baterai', 'hebat', 'semoga', 'awet', 'terima', 'kasih', 'penjual', 'next', 'time', 'beli', 'hp']",akhir sampai juga sesuai pesan ponsel ini hebat jalan cepat dan milik daya tahan baterai yang hebat moga awet terima kasih jual next time beli hp di
"['alhamdulillah', 'barang', 'sudah', 'sampai', 'dengan', 'aman', 'barang', 'berkualitas', 'harga', 'terjangkau', 'recommended', 'banget', 'nih', 'buat', 'teman-teman', 'yang', 'mau', 'beli', 'hp', 'bisa', 'order', 'disini', 'packi']","['alhamdulillah', 'barang', 'aman', 'barang', 'berkualitas', 'harga', 'terjangkau', 'recommended', 'banget', 'nih', 'teman-teman', 'beli', 'hp', 'order', 'packi']",alhamdulillah barang sudah sampai dengan aman barang kualitas harga jangkau recommended banget nih buat teman yang mau beli hp bisa order sini packi
"['pesanan', 'sampai', 'dengan', 'selamat', 'packingan', 'juga', 'top', 'bubble', 'wrap', 'tebal', 'banget', 'terima kasih', 'seller', 'amanah', 'banget', 'dan', 'juga', 'shipee', 'dan', 'abang', 'kurir']","['pesanan', 'selamat', 'packingan', 'top', 'bubble', 'wrap', 'tebal', 'banget', 'terima kasih', 'seller', 'amanah', 'banget', 'shipee', 'abang', 'kurir']",pesan sampai dengan selamat packingan juga top bubble wrap tebal banget terima kasih seller amanah banget dan juga shipee dan abang kurir
